     	proc  	id   	;    	begin  	end   	*    	record integer 	real  	[    	num   	]    	=    	+    	(    	)    	-    	or   	and   	not   	true  	false  	<    	<=   	==   	!=   	>    	>=   	if   	then  	else  	while  	do   	call  	,    	$    	P'   	P    	S    	D    	T    	X    	C    	N1   	N2   	E    	E1   	E2   	L    	B    	B1   	B2   	R    	S1   	S2   	S0   	S3   	M0   	M    	N    	EL   
100   	     	     	     	     	     	r20   	     	     	     	     	     	     	     	r20   	     	     	     	r20   	r20   	     	     	     	     	     	     	     	     	     	     	     	     	     	r20   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
101   	     	     	     	     	     	r23   	     	     	     	     	     	     	     	s102  	     	     	     	r23   	r23   	     	     	     	     	     	     	     	     	     	     	     	     	     	r23   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
102   	     	s89   	     	     	     	     	     	     	     	     	s88   	     	     	     	s94   	     	s93   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	103   	97   	84   	     	     	     	     	     	     	     	     	     	     	     	     
103   	     	     	     	     	     	s99   	     	     	     	     	     	     	     	r18   	     	     	     	r18   	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
104   	     	     	     	     	     	s99   	     	     	     	     	     	     	     	r19   	     	     	     	r19   	r19   	     	     	     	     	     	     	     	     	     	     	     	     	     	r19   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
105   	     	     	     	     	     	     	     	     	     	     	     	     	     	s106  	     	     	     	r35   	r35   	     	     	     	     	     	     	     	     	     	     	     	     	     	r35   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
106   	     	s89   	     	     	     	     	     	     	     	     	s88   	     	     	     	s94   	     	s93   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	107   	97   	84   	     	     	     	     	     	     	     	     	     	     	     	     
107   	     	     	     	     	     	s99   	     	     	     	     	     	     	     	r18   	     	     	     	r18   	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
108   	     	s114  	     	     	     	     	     	     	     	     	s113  	     	     	     	s139  	     	s118  	     	     	s140  	s138  	s137  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	174   	169   	130   	109   	208   	170   	168   	     	     	     	     	     	     	     	     	     
109   	     	     	     	     	     	r26   	     	     	     	s110  	     	     	     	r26   	     	r26   	     	     	     	     	     	     	r26   	r26   	r26   	r26   	r26   	r26   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
110   	     	s10   	     	     	     	     	     	     	     	     	s9   	     	     	     	s13   	     	s12   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	111   	17   	16   	7    	     	     	     	     	     	     	     	     	     	     	     	     
111   	     	     	     	     	     	     	     	     	     	     	     	s112  	     	s21   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
112   	     	     	     	     	     	r28   	     	     	     	r28   	     	     	     	r28   	     	r28   	     	     	     	     	     	     	r28   	r28   	r28   	r28   	r28   	r28   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
113   	     	     	     	     	     	r25   	     	     	     	     	     	     	     	r25   	     	r25   	     	     	     	     	     	     	r25   	r25   	r25   	r25   	r25   	r25   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
114   	     	     	     	     	     	r24   	     	     	     	s115  	     	     	     	r24   	     	r24   	     	     	     	     	     	     	r24   	r24   	r24   	r24   	r24   	r24   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
115   	     	s10   	     	     	     	     	     	     	     	     	s9   	     	     	     	s13   	     	s12   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	116   	17   	16   	7    	     	     	     	     	     	     	     	     	     	     	     	     
116   	     	     	     	     	     	     	     	     	     	     	     	s117  	     	s21   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
117   	     	     	     	     	     	r27   	     	     	     	r27   	     	     	     	r27   	     	r27   	     	     	     	     	     	     	r27   	r27   	r27   	r27   	r27   	r27   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
118   	     	s123  	     	     	     	     	     	     	     	     	s113  	     	     	     	s127  	     	s118  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	134   	131   	130   	119   	     	     	     	     	     	     	     	     	     	     	     	     
